"caseid"	"degree"	"satfin"
51142	"Graduate"	"More Or Less"
51143	"Bachelor"	"Not At All Sat"
51144	"Graduate"	"Satisfied"
51145	"High School"	"Satisfied"
51146	"Lt High School"	"More Or Less"
51147	"Lt High School"	"More Or Less"
51148	"High School"	"Not At All Sat"
51149	"High School"	"More Or Less"
51150	"Junior College"	"Satisfied"
51152	"High School"	"Not At All Sat"
51153	"High School"	"More Or Less"
51154	"Bachelor"	"Satisfied"
51155	"Bachelor"	"Satisfied"
51156	"Graduate"	"More Or Less"
51157	"High School"	"More Or Less"
51158	"Bachelor"	"Satisfied"
51159	"Graduate"	"More Or Less"
51160	"Lt High School"	"More Or Less"
51161	"High School"	"More Or Less"
51162	"Junior College"	"Not At All Sat"
51163	"High School"	"More Or Less"
51164	"Junior College"	"More Or Less"
51165	"High School"	"More Or Less"
51166	"Bachelor"	"Satisfied"
51167	"High School"	"Satisfied"
51168	"High School"	"More Or Less"
51169	"Lt High School"	"More Or Less"
51170	"High School"	"Not At All Sat"
51171	"Lt High School"	"Not At All Sat"
51172	"High School"	"Not At All Sat"
51173	"Lt High School"	"More Or Less"
51174	"High School"	"More Or Less"
51175	"Lt High School"	"Not At All Sat"
51176	"High School"	"More Or Less"
51177	"High School"	"More Or Less"
51178	"Lt High School"	"Not At All Sat"
51179	"Lt High School"	"More Or Less"
51180	"High School"	"More Or Less"
51181	"Lt High School"	"Not At All Sat"
51182	"Lt High School"	"More Or Less"
51183	"Bachelor"	"More Or Less"
51184	"Junior College"	"Satisfied"
51185	"Junior College"	"Satisfied"
51186	"Lt High School"	"Not At All Sat"
51187	"Bachelor"	"More Or Less"
51188	"Junior College"	"More Or Less"
51189	"High School"	"Not At All Sat"
51190	"Lt High School"	"Not At All Sat"
51191	"Junior College"	"Not At All Sat"
51192	"High School"	"Not At All Sat"
51193	"High School"	"More Or Less"
51194	"High School"	"More Or Less"
51195	"Graduate"	"Not At All Sat"
51196	"High School"	"Satisfied"
51197	"Graduate"	"Satisfied"
51198	"Graduate"	"Not At All Sat"
51199	"High School"	"More Or Less"
51200	"High School"	"Not At All Sat"
51201	"High School"	"More Or Less"
51202	"High School"	"Not At All Sat"
51203	"High School"	"More Or Less"
51204	"Lt High School"	"More Or Less"
51205	"High School"	"Satisfied"
51206	"Bachelor"	"Not At All Sat"
51207	"Graduate"	"More Or Less"
51208	"Bachelor"	"Not At All Sat"
51209	"High School"	"More Or Less"
51210	"High School"	"Not At All Sat"
51211	"Bachelor"	"Not At All Sat"
51212	"Bachelor"	"Satisfied"
51213	"Bachelor"	"More Or Less"
51214	"Lt High School"	"Not At All Sat"
51215	"High School"	"More Or Less"
51216	"Bachelor"	"Not At All Sat"
51217	"High School"	"More Or Less"
51218	"High School"	"Not At All Sat"
51219	"Lt High School"	"Not At All Sat"
51220	"High School"	"More Or Less"
51221	"Lt High School"	"Not At All Sat"
51222	"High School"	"Not At All Sat"
51223	"High School"	"Not At All Sat"
51224	"Bachelor"	"Satisfied"
51225	"Lt High School"	"Not At All Sat"
51226	"Lt High School"	"Not At All Sat"
51227	"High School"	"Satisfied"
51228	"High School"	"More Or Less"
51229	"High School"	"Satisfied"
51230	"Lt High School"	"Not At All Sat"
51231	"Bachelor"	"More Or Less"
51232	"Bachelor"	"Satisfied"
51233	"Graduate"	"Satisfied"
51234	"Graduate"	"Satisfied"
51235	"High School"	"More Or Less"
51236	"Bachelor"	"Satisfied"
51237	"High School"	"Satisfied"
51238	"Bachelor"	"Satisfied"
51239	"Bachelor"	"More Or Less"
51240	"High School"	"Satisfied"
51241	"High School"	"Not At All Sat"
51242	"Graduate"	"Not At All Sat"
51243	"High School"	"More Or Less"
51244	"High School"	"More Or Less"
51245	"Lt High School"	"Not At All Sat"
51246	"Lt High School"	"More Or Less"
51247	"Junior College"	"Satisfied"
51248	"Graduate"	"Satisfied"
51249	"High School"	"More Or Less"
51250	"High School"	"Satisfied"
51251	"High School"	"Not At All Sat"
51252	"High School"	"Satisfied"
51253	"Lt High School"	"More Or Less"
51254	"Junior College"	"Satisfied"
51255	"High School"	"More Or Less"
51256	"High School"	"More Or Less"
51257	"High School"	"Not At All Sat"
51258	"Lt High School"	"More Or Less"
51259	"High School"	"Not At All Sat"
51260	"Junior College"	"More Or Less"
51261	"Bachelor"	"More Or Less"
51262	"High School"	"More Or Less"
51263	"High School"	"Satisfied"
51264	"High School"	"Not At All Sat"
51265	"High School"	"Not At All Sat"
51266	"Lt High School"	"Not At All Sat"
51267	"Lt High School"	"Not At All Sat"
51268	"High School"	"More Or Less"
51269	"High School"	"More Or Less"
51270	"High School"	"More Or Less"
51271	"High School"	"More Or Less"
51272	"Bachelor"	"More Or Less"
51273	"Bachelor"	"More Or Less"
51274	"High School"	"More Or Less"
51275	"Bachelor"	"More Or Less"
51276	"High School"	"More Or Less"
51277	"Junior College"	"Satisfied"
51278	"Bachelor"	"Satisfied"
51279	"Junior College"	"Satisfied"
51280	"Lt High School"	"More Or Less"
51281	"High School"	"Not At All Sat"
51282	"High School"	"Not At All Sat"
51283	"Lt High School"	"More Or Less"
51284	"High School"	"Not At All Sat"
51285	"High School"	"Not At All Sat"
51286	"High School"	"Not At All Sat"
51287	"Bachelor"	"Not At All Sat"
51288	"Graduate"	"Satisfied"
51289	"Bachelor"	"Satisfied"
51290	"Bachelor"	"More Or Less"
51291	"High School"	"More Or Less"
51292	"Bachelor"	"Not At All Sat"
51293	"High School"	"Not At All Sat"
51294	"Lt High School"	"More Or Less"
51295	"High School"	"More Or Less"
51296	"Bachelor"	"More Or Less"
51297	"High School"	"More Or Less"
51298	"High School"	"More Or Less"
51299	"Bachelor"	"Satisfied"
51300	"Junior College"	"Satisfied"
51301	"Bachelor"	"Not At All Sat"
51302	"Graduate"	"More Or Less"
51303	"Graduate"	"Satisfied"
51304	"High School"	"More Or Less"
51305	"High School"	"Not At All Sat"
51306	"High School"	"Not At All Sat"
51307	"Lt High School"	"More Or Less"
51308	"High School"	"Not At All Sat"
51309	"High School"	"Satisfied"
51310	"High School"	"More Or Less"
51311	"Lt High School"	"Not At All Sat"
51312	"High School"	"More Or Less"
51313	"Lt High School"	"Not At All Sat"
51314	"High School"	"More Or Less"
51315	"Junior College"	"More Or Less"
51316	"High School"	"More Or Less"
51317	"Lt High School"	"Satisfied"
51318	"High School"	"Not At All Sat"
51319	"Junior College"	"Not At All Sat"
51320	"Bachelor"	"Satisfied"
51321	"High School"	"Not At All Sat"
51322	"High School"	"Not At All Sat"
51323	"Junior College"	"More Or Less"
51324	"Lt High School"	"Not At All Sat"
51325	"Junior College"	"More Or Less"
51326	"Junior College"	"More Or Less"
51327	"Lt High School"	"Satisfied"
51328	"Junior College"	"More Or Less"
51329	"High School"	"Not At All Sat"
51330	"High School"	"More Or Less"
51331	"Lt High School"	"More Or Less"
51332	"High School"	"Not At All Sat"
51333	"High School"	"Satisfied"
51334	"High School"	"More Or Less"
51335	"Bachelor"	"Not At All Sat"
51336	"Graduate"	"More Or Less"
51337	"Junior College"	"More Or Less"
51338	"High School"	"Not At All Sat"
51339	"Lt High School"	"More Or Less"
51340	"High School"	"Not At All Sat"
51341	"High School"	"Not At All Sat"
51342	"Bachelor"	"Not At All Sat"
51343	"Graduate"	"More Or Less"
51344	"High School"	"More Or Less"
51345	"High School"	"Not At All Sat"
51346	"High School"	"Not At All Sat"
51347	"Bachelor"	"More Or Less"
51348	"Bachelor"	"Satisfied"
51349	"High School"	"More Or Less"
51350	"Bachelor"	"Satisfied"
51351	"High School"	"Satisfied"
51352	"High School"	"Not At All Sat"
51353	"High School"	"Not At All Sat"
51354	"Lt High School"	"Satisfied"
51355	"Lt High School"	"Not At All Sat"
51356	"Bachelor"	"Satisfied"
51357	"Bachelor"	"More Or Less"
51358	"Bachelor"	"More Or Less"
51359	"High School"	"Not At All Sat"
51360	"High School"	"More Or Less"
51361	"Bachelor"	"Satisfied"
51362	"Graduate"	"More Or Less"
51363	"High School"	"Not At All Sat"
51364	"High School"	"Not At All Sat"
51365	"Lt High School"	"Not At All Sat"
51366	"High School"	"Not At All Sat"
51367	"Lt High School"	"More Or Less"
51368	"High School"	"Satisfied"
51369	"Graduate"	"Satisfied"
51370	"High School"	"More Or Less"
51371	"Junior College"	"More Or Less"
51372	"High School"	"More Or Less"
51373	"Bachelor"	"Not At All Sat"
51374	"High School"	"More Or Less"
51375	"Lt High School"	"Not At All Sat"
51376	"Lt High School"	"More Or Less"
51377	"High School"	"Not At All Sat"
51378	"Lt High School"	"Not At All Sat"
51379	"High School"	"Not At All Sat"
51380	"High School"	"More Or Less"
51381	"High School"	"Not At All Sat"
51382	"High School"	"Not At All Sat"
51383	"Junior College"	"Satisfied"
51384	"Lt High School"	"More Or Less"
51385	"High School"	"More Or Less"
51386	"High School"	"Not At All Sat"
51387	"High School"	"Not At All Sat"
51388	"High School"	"Not At All Sat"
51389	"High School"	"Satisfied"
51390	"High School"	"Not At All Sat"
51391	"Junior College"	"Not At All Sat"
51392	"High School"	"Not At All Sat"
51393	"High School"	"Not At All Sat"
51394	"High School"	"Satisfied"
51395	"High School"	"More Or Less"
51396	"High School"	"Not At All Sat"
51397	"Bachelor"	"Not At All Sat"
51398	"Bachelor"	"Satisfied"
51399	"Lt High School"	"More Or Less"
51400	"Junior College"	"Not At All Sat"
51401	"Graduate"	"Satisfied"
51402	"High School"	"Not At All Sat"
51403	"Graduate"	"More Or Less"
51404	"High School"	"Not At All Sat"
51405	"Bachelor"	"Satisfied"
51406	"High School"	"Not At All Sat"
51407	"High School"	"More Or Less"
51408	"Bachelor"	"Not At All Sat"
51409	"High School"	"Satisfied"
51410	"Bachelor"	"More Or Less"
51411	"High School"	"More Or Less"
51412	"High School"	"Satisfied"
51413	"High School"	"Satisfied"
51414	"Lt High School"	"More Or Less"
51415	"High School"	"Satisfied"
51416	"High School"	"Satisfied"
51417	"Graduate"	"More Or Less"
51418	"High School"	"More Or Less"
51419	"High School"	"Not At All Sat"
51420	"High School"	"Satisfied"
51421	"High School"	"Not At All Sat"
51422	"Lt High School"	"More Or Less"
51423	"High School"	"Satisfied"
51424	"Junior College"	"Not At All Sat"
51425	"High School"	"Satisfied"
51426	"Bachelor"	"More Or Less"
51427	"High School"	"Not At All Sat"
51428	"Graduate"	"More Or Less"
51429	"High School"	"Not At All Sat"
51430	"Lt High School"	"Not At All Sat"
51431	"Lt High School"	"Not At All Sat"
51432	"Lt High School"	"Not At All Sat"
51433	"Graduate"	"Not At All Sat"
51434	"Lt High School"	"Not At All Sat"
51435	"Junior College"	"Not At All Sat"
51436	"High School"	"More Or Less"
51437	"Graduate"	"More Or Less"
51438	"Junior College"	"More Or Less"
51439	"Graduate"	"Satisfied"
51440	"High School"	"More Or Less"
51441	"High School"	"More Or Less"
51442	"High School"	"More Or Less"
51443	"High School"	"More Or Less"
51444	"High School"	"Satisfied"
51445	"Lt High School"	"Not At All Sat"
51446	"High School"	"More Or Less"
51447	"Lt High School"	"Not At All Sat"
51448	"High School"	"Not At All Sat"
51449	"High School"	"Not At All Sat"
51450	"High School"	"Satisfied"
51451	"High School"	"More Or Less"
51452	"High School"	"More Or Less"
51454	"Lt High School"	"Not At All Sat"
51455	"Lt High School"	"Not At All Sat"
51456	"Bachelor"	"Not At All Sat"
51457	"Graduate"	"Not At All Sat"
51458	"Bachelor"	"Satisfied"
51459	"High School"	"Not At All Sat"
51460	"Bachelor"	"More Or Less"
51461	"High School"	"Satisfied"
51462	"Graduate"	"More Or Less"
51463	"Bachelor"	"More Or Less"
51464	"Graduate"	"Satisfied"
51465	"Bachelor"	"Satisfied"
51466	"Graduate"	"Satisfied"
51467	"High School"	"Not At All Sat"
51469	"Lt High School"	"More Or Less"
51470	"Lt High School"	"Not At All Sat"
51471	"Graduate"	"Satisfied"
51472	"Bachelor"	"Satisfied"
51473	"Bachelor"	"More Or Less"
51474	"Bachelor"	"Satisfied"
51475	"High School"	"Satisfied"
51476	"High School"	"Not At All Sat"
51477	"Bachelor"	"Satisfied"
51478	"Graduate"	"Satisfied"
51479	"Bachelor"	"Satisfied"
51480	"Graduate"	"More Or Less"
51481	"High School"	"Not At All Sat"
51482	"High School"	"More Or Less"
51483	"High School"	"Satisfied"
51484	"Bachelor"	"Not At All Sat"
51485	"Lt High School"	"Satisfied"
51486	"High School"	"More Or Less"
51487	"High School"	"Not At All Sat"
51488	"Bachelor"	"Satisfied"
51489	"Bachelor"	"Satisfied"
51490	"Bachelor"	"More Or Less"
51491	"Bachelor"	"Satisfied"
51492	"Lt High School"	"Not At All Sat"
51493	"Lt High School"	"More Or Less"
51494	"Bachelor"	"More Or Less"
51495	"Junior College"	"Satisfied"
51496	"Junior College"	"More Or Less"
51497	"High School"	"Not At All Sat"
51498	"High School"	"More Or Less"
51499	"Bachelor"	"Satisfied"
51500	"High School"	"More Or Less"
51501	"Lt High School"	"Satisfied"
51502	"Bachelor"	"Not At All Sat"
51503	"High School"	"Not At All Sat"
51504	"Lt High School"	"Not At All Sat"
51505	"Lt High School"	"Not At All Sat"
51506	"High School"	"More Or Less"
51507	"High School"	"More Or Less"
51508	"Bachelor"	"Not At All Sat"
51509	"Bachelor"	"Satisfied"
51510	"High School"	"More Or Less"
51511	"Bachelor"	"Not At All Sat"
51512	"High School"	"More Or Less"
51513	"Bachelor"	"More Or Less"
51514	"Graduate"	"Satisfied"
51515	"Bachelor"	"Not At All Sat"
51516	"Bachelor"	"Satisfied"
51517	"Bachelor"	"Satisfied"
51518	"Lt High School"	"More Or Less"
51519	"Graduate"	"Not At All Sat"
51520	"High School"	"Satisfied"
51521	"Bachelor"	"Not At All Sat"
51522	"Lt High School"	"Not At All Sat"
51523	"Lt High School"	"Not At All Sat"
51524	"Graduate"	"Satisfied"
51525	"High School"	"More Or Less"
51526	"High School"	"Not At All Sat"
51527	"High School"	"Satisfied"
51528	"Junior College"	"More Or Less"
51529	"Junior College"	"More Or Less"
51530	"Graduate"	"Satisfied"
51531	"High School"	"Satisfied"
51532	"High School"	"Satisfied"
51533	"Lt High School"	"Not At All Sat"
51534	"Graduate"	"Satisfied"
51535	"Graduate"	"More Or Less"
51536	"High School"	"More Or Less"
51537	"High School"	"Satisfied"
51538	"Bachelor"	"More Or Less"
51539	"Graduate"	"More Or Less"
51540	"Graduate"	"Satisfied"
51541	"Graduate"	"Satisfied"
51542	"Bachelor"	"More Or Less"
51543	"High School"	"Not At All Sat"
51544	"Junior College"	"Satisfied"
51545	"High School"	"Not At All Sat"
51546	"High School"	"More Or Less"
51547	"Bachelor"	"Satisfied"
51548	"High School"	"Not At All Sat"
51549	"Bachelor"	"More Or Less"
51550	"Graduate"	"More Or Less"
51551	"High School"	"More Or Less"
51552	"Bachelor"	"More Or Less"
51553	"High School"	"More Or Less"
51554	"High School"	"Satisfied"
51555	"Lt High School"	"More Or Less"
51556	"High School"	"Not At All Sat"
51557	"High School"	"More Or Less"
51558	"Lt High School"	"Not At All Sat"
51559	"Bachelor"	"Not At All Sat"
51560	"High School"	"Satisfied"
51561	"High School"	"More Or Less"
51562	"Lt High School"	"Satisfied"
51563	"Bachelor"	"Satisfied"
51564	"Lt High School"	"Not At All Sat"
51565	"Junior College"	"Not At All Sat"
51566	"Lt High School"	"Satisfied"
51567	"High School"	"Satisfied"
51568	"Lt High School"	"Satisfied"
51569	"High School"	"Not At All Sat"
51570	"High School"	"Not At All Sat"
51571	"High School"	"Satisfied"
51572	"High School"	"More Or Less"
51573	"High School"	"More Or Less"
51574	"High School"	"Satisfied"
51575	"High School"	"Satisfied"
51576	"Bachelor"	"Satisfied"
51577	"Graduate"	"Satisfied"
51578	"High School"	"More Or Less"
51579	"High School"	"More Or Less"
51580	"High School"	"More Or Less"
51581	"Bachelor"	"More Or Less"
51582	"High School"	"Satisfied"
51583	"High School"	"More Or Less"
51584	"High School"	"More Or Less"
51585	"High School"	"Satisfied"
51586	"Bachelor"	"Not At All Sat"
51587	"Bachelor"	"More Or Less"
51588	"High School"	"More Or Less"
51589	"High School"	"Satisfied"
51590	"High School"	"Not At All Sat"
51591	"Junior College"	"Not At All Sat"
51592	"Bachelor"	"Satisfied"
51593	"Lt High School"	"More Or Less"
51594	"Lt High School"	"Not At All Sat"
51595	"Graduate"	"Not At All Sat"
51596	"High School"	"Not At All Sat"
51597	"Graduate"	"Satisfied"
51598	"High School"	"Not At All Sat"
51599	"High School"	"Not At All Sat"
51600	"Junior College"	"More Or Less"
51601	"Lt High School"	"Not At All Sat"
51602	"High School"	"Not At All Sat"
51603	"Bachelor"	"Not At All Sat"
51604	"Lt High School"	"Not At All Sat"
51605	"Bachelor"	"Not At All Sat"
51606	"Bachelor"	"Satisfied"
51607	"Graduate"	"Not At All Sat"
51608	"Bachelor"	"More Or Less"
51609	"Graduate"	"Satisfied"
51610	"High School"	"Satisfied"
51611	"High School"	"Not At All Sat"
51612	"High School"	"Satisfied"
51613	"Junior College"	"Not At All Sat"
51614	"High School"	"More Or Less"
51615	"Bachelor"	"More Or Less"
51616	"High School"	"More Or Less"
51617	"High School"	"Satisfied"
51618	"Graduate"	"More Or Less"
51619	"Bachelor"	"Satisfied"
51620	"High School"	"Satisfied"
51621	"Graduate"	"Satisfied"
51622	"Junior College"	"More Or Less"
51623	"High School"	"More Or Less"
51624	"Bachelor"	"Not At All Sat"
51625	"High School"	"More Or Less"
51626	"Lt High School"	"Satisfied"
51627	"High School"	"More Or Less"
51628	"High School"	"Not At All Sat"
51629	"Junior College"	"Satisfied"
51630	"High School"	"Not At All Sat"
51631	"High School"	"More Or Less"
51632	"High School"	"More Or Less"
51633	"High School"	"More Or Less"
51634	"Bachelor"	"Not At All Sat"
51635	"Bachelor"	"Satisfied"
51636	"High School"	"Satisfied"
51637	"High School"	"Satisfied"
51638	"High School"	"More Or Less"
51639	"High School"	"Not At All Sat"
51640	"High School"	"Not At All Sat"
51641	"Bachelor"	"More Or Less"
51642	"High School"	"Not At All Sat"
51643	"Bachelor"	"Satisfied"
51644	"Bachelor"	"Satisfied"
51645	"High School"	"Satisfied"
51646	"High School"	"Satisfied"
51647	"High School"	"Satisfied"
51648	"High School"	"More Or Less"
51649	"Graduate"	"Satisfied"
51650	"High School"	"Satisfied"
51651	"Lt High School"	"Satisfied"
51653	"Junior College"	"More Or Less"
51654	"Lt High School"	"Not At All Sat"
51655	"High School"	"Not At All Sat"
51656	"High School"	"Not At All Sat"
51657	"High School"	"Not At All Sat"
51658	"Bachelor"	"More Or Less"
51659	"High School"	"Satisfied"
51660	"Junior College"	"More Or Less"
51661	"Junior College"	"Satisfied"
51662	"Graduate"	"Satisfied"
51663	"Lt High School"	"More Or Less"
51664	"High School"	"More Or Less"
51665	"Graduate"	"More Or Less"
51666	"Lt High School"	"Satisfied"
51667	"Junior College"	"Satisfied"
51668	"Lt High School"	"More Or Less"
51669	"High School"	"More Or Less"
51670	"Lt High School"	"Not At All Sat"
51671	"High School"	"Not At All Sat"
51672	"High School"	"Satisfied"
51673	"Junior College"	"Satisfied"
51674	"Junior College"	"More Or Less"
51675	"Lt High School"	"Not At All Sat"
51676	"Lt High School"	"Satisfied"
51677	"Bachelor"	"More Or Less"
51678	"Bachelor"	"More Or Less"
51679	"Graduate"	"Not At All Sat"
51680	"High School"	"Not At All Sat"
51681	"Graduate"	"More Or Less"
51682	"Bachelor"	"Not At All Sat"
51683	"Junior College"	"Satisfied"
51684	"Bachelor"	"More Or Less"
51685	"High School"	"Satisfied"
51686	"Graduate"	"More Or Less"
51687	"Bachelor"	"More Or Less"
51688	"High School"	"More Or Less"
51689	"High School"	"Not At All Sat"
51690	"Lt High School"	"Not At All Sat"
51691	"High School"	"More Or Less"
51692	"High School"	"More Or Less"
51693	"Graduate"	"Satisfied"
51694	"Graduate"	"More Or Less"
51695	"Bachelor"	"More Or Less"
51696	"Graduate"	"More Or Less"
51697	"Graduate"	"More Or Less"
51698	"Lt High School"	"More Or Less"
51699	"Bachelor"	"More Or Less"
51700	"Graduate"	"More Or Less"
51701	"High School"	"More Or Less"
51702	"High School"	"More Or Less"
51703	"Lt High School"	"Not At All Sat"
51704	"High School"	"More Or Less"
51705	"Lt High School"	"Not At All Sat"
51707	"High School"	"Not At All Sat"
51708	"Bachelor"	"Not At All Sat"
51709	"Junior College"	"Satisfied"
51710	"High School"	"Satisfied"
51711	"Graduate"	"More Or Less"
51712	"Graduate"	"Satisfied"
51713	"Graduate"	"Satisfied"
51714	"High School"	"More Or Less"
51715	"High School"	"More Or Less"
51716	"Graduate"	"More Or Less"
51717	"Bachelor"	"More Or Less"
51718	"High School"	"Not At All Sat"
51719	"High School"	"More Or Less"
51720	"Bachelor"	"More Or Less"
51721	"Bachelor"	"More Or Less"
51722	"Junior College"	"Satisfied"
51723	"Graduate"	"Satisfied"
51724	"Graduate"	"Satisfied"
51725	"Bachelor"	"More Or Less"
51726	"Junior College"	"Not At All Sat"
51727	"Lt High School"	"More Or Less"
51728	"High School"	"Not At All Sat"
51729	"High School"	"Satisfied"
51730	"Bachelor"	"Satisfied"
51731	"High School"	"Not At All Sat"
51732	"High School"	"Not At All Sat"
51733	"Junior College"	"More Or Less"
51734	"Bachelor"	"More Or Less"
51735	"High School"	"Not At All Sat"
51736	"High School"	"Satisfied"
51737	"Graduate"	"Not At All Sat"
51738	"Graduate"	"More Or Less"
51739	"High School"	"Satisfied"
51740	"Bachelor"	"Satisfied"
51741	"High School"	"Satisfied"
51742	"High School"	"Not At All Sat"
51743	"High School"	"More Or Less"
51744	"High School"	"Not At All Sat"
51745	"High School"	"Satisfied"
51746	"High School"	"Not At All Sat"
51747	"High School"	"Satisfied"
51748	"High School"	"Not At All Sat"
51749	"Bachelor"	"More Or Less"
51750	"High School"	"Not At All Sat"
51751	"High School"	"Satisfied"
51752	"Lt High School"	"Not At All Sat"
51753	"High School"	"More Or Less"
51754	"High School"	"Not At All Sat"
51755	"High School"	"Not At All Sat"
51756	"Bachelor"	"Satisfied"
51757	"Lt High School"	"More Or Less"
51758	"High School"	"Not At All Sat"
51759	"Lt High School"	"More Or Less"
51760	"High School"	"More Or Less"
51761	"Bachelor"	"Satisfied"
51762	"Lt High School"	"Not At All Sat"
51763	"High School"	"Not At All Sat"
51764	"Junior College"	"Not At All Sat"
51765	"Bachelor"	"Satisfied"
51766	"High School"	"More Or Less"
51767	"Bachelor"	"Satisfied"
51768	"Bachelor"	"Satisfied"
51769	"High School"	"Not At All Sat"
51770	"High School"	"More Or Less"
51771	"High School"	"Not At All Sat"
51772	"High School"	"More Or Less"
51773	"Lt High School"	"Not At All Sat"
51774	"High School"	"Not At All Sat"
51775	"Bachelor"	"More Or Less"
51776	"Lt High School"	"Satisfied"
51777	"Bachelor"	"Not At All Sat"
51778	"High School"	"More Or Less"
51779	"High School"	"More Or Less"
51780	"Bachelor"	"More Or Less"
51781	"Graduate"	"Not At All Sat"
51782	"Bachelor"	"More Or Less"
51783	"Bachelor"	"More Or Less"
51784	"Graduate"	"Not At All Sat"
51785	"High School"	"Not At All Sat"
51786	"High School"	"Satisfied"
51787	"Graduate"	"More Or Less"
51788	"Bachelor"	"More Or Less"
51789	"Junior College"	"Not At All Sat"
51790	"High School"	"Satisfied"
51791	"High School"	"Not At All Sat"
51792	"Bachelor"	"Not At All Sat"
51793	"Junior College"	"More Or Less"
51794	"Bachelor"	"Satisfied"
51795	"Bachelor"	"Not At All Sat"
51796	"Junior College"	"More Or Less"
51797	"Lt High School"	"Satisfied"
51798	"Junior College"	"More Or Less"
51799	"High School"	"Satisfied"
51800	"Junior College"	"Not At All Sat"
51801	"High School"	"Satisfied"
51802	"Lt High School"	"Satisfied"
51803	"Graduate"	"Satisfied"
51804	"Lt High School"	"More Or Less"
51805	"High School"	"More Or Less"
51806	"Bachelor"	"More Or Less"
51807	"High School"	"Satisfied"
51808	"Graduate"	"Not At All Sat"
51809	"High School"	"More Or Less"
51810	"Bachelor"	"Satisfied"
51811	"Graduate"	"More Or Less"
51812	"Lt High School"	"Not At All Sat"
51813	"High School"	"Not At All Sat"
51814	"Junior College"	"More Or Less"
51815	"High School"	"Not At All Sat"
51816	"High School"	"Satisfied"
51817	"High School"	"Satisfied"
51818	"Graduate"	"More Or Less"
51819	"Graduate"	"More Or Less"
51820	"High School"	"Not At All Sat"
51821	"High School"	"Satisfied"
51822	"High School"	"Not At All Sat"
51823	"Bachelor"	"Not At All Sat"
51824	"Bachelor"	"More Or Less"
51825	"High School"	"More Or Less"
51826	"High School"	"Not At All Sat"
51827	"Bachelor"	"More Or Less"
51828	"High School"	"More Or Less"
51829	"Bachelor"	"Not At All Sat"
51830	"High School"	"More Or Less"
51831	"Bachelor"	"More Or Less"
51832	"High School"	"Not At All Sat"
51833	"High School"	"Satisfied"
51834	"High School"	"Not At All Sat"
51835	"Bachelor"	"Satisfied"
51836	"High School"	"Not At All Sat"
51837	"Bachelor"	"Not At All Sat"
51838	"High School"	"Satisfied"
51839	"High School"	"More Or Less"
51840	"Lt High School"	"Satisfied"
51841	"Junior College"	"More Or Less"
51842	"High School"	"Not At All Sat"
51843	"High School"	"Not At All Sat"
51844	"High School"	"Not At All Sat"
51845	"High School"	"More Or Less"
51846	"Graduate"	"More Or Less"
51848	"Junior College"	"Not At All Sat"
51849	"Bachelor"	"More Or Less"
51850	"High School"	"More Or Less"
51851	"High School"	"Not At All Sat"
51852	"High School"	"More Or Less"
51853	"High School"	"Satisfied"
51854	"High School"	"More Or Less"
51855	"High School"	"Satisfied"
51856	"High School"	"More Or Less"
51857	"High School"	"More Or Less"
51858	"High School"	"Satisfied"
51859	"Bachelor"	"Satisfied"
51860	"High School"	"Not At All Sat"
51861	"High School"	"Satisfied"
51862	"High School"	"More Or Less"
51863	"High School"	"More Or Less"
51864	"Graduate"	"Satisfied"
51865	"Junior College"	"More Or Less"
51866	"High School"	"Satisfied"
51867	"Lt High School"	"More Or Less"
51868	"Graduate"	"Satisfied"
51869	"High School"	"Satisfied"
51870	"High School"	"Satisfied"
51871	"Lt High School"	"Satisfied"
51872	"High School"	"More Or Less"
51873	"High School"	"Not At All Sat"
51874	"High School"	"More Or Less"
51875	"Junior College"	"Not At All Sat"
51876	"Bachelor"	"Satisfied"
51877	"High School"	"More Or Less"
51878	"Bachelor"	"More Or Less"
51879	"Lt High School"	"More Or Less"
51880	"High School"	"Not At All Sat"
51881	"High School"	"More Or Less"
51882	"High School"	"Not At All Sat"
51883	"High School"	"More Or Less"
51884	"High School"	"Not At All Sat"
51885	"High School"	"Not At All Sat"
51886	"Lt High School"	"Not At All Sat"
51887	"High School"	"Not At All Sat"
51888	"High School"	"More Or Less"
51889	"Junior College"	"More Or Less"
51890	"Junior College"	"Not At All Sat"
51891	"High School"	"Not At All Sat"
51892	"Bachelor"	"Satisfied"
51893	"High School"	"More Or Less"
51894	"High School"	"More Or Less"
51895	"High School"	"Not At All Sat"
51896	"Bachelor"	"Satisfied"
51897	"High School"	"More Or Less"
51898	"High School"	"Not At All Sat"
51899	"High School"	"Not At All Sat"
51900	"Lt High School"	"More Or Less"
51901	"Lt High School"	"More Or Less"
51902	"Graduate"	"More Or Less"
51903	"High School"	"Not At All Sat"
51904	"High School"	"More Or Less"
51905	"Lt High School"	"More Or Less"
51906	"High School"	"More Or Less"
51907	"High School"	"More Or Less"
51909	"Lt High School"	"More Or Less"
51910	"Junior College"	"Not At All Sat"
51911	"High School"	"Not At All Sat"
51912	"High School"	"More Or Less"
51913	"High School"	"Satisfied"
51914	"Lt High School"	"Satisfied"
51915	"Junior College"	"Satisfied"
51916	"Graduate"	"More Or Less"
51917	"High School"	"Satisfied"
51918	"High School"	"Not At All Sat"
51919	"High School"	"Satisfied"
51920	"High School"	"Satisfied"
51921	"High School"	"Satisfied"
51922	"High School"	"Satisfied"
51923	"High School"	"More Or Less"
